TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
ndex,PrenatalAgeUnitCodeSimpleType,A data type for a code that identifies the unit of measure of an age of an unborn child.,S,ndex:PrenatalAgeUnitCodeType,,FALSE,FALSE,FALSE,,,,ndex:PrenatalAgeUnitCodeSimpleType
ndex,PrenatalAgeUnitCodeType,A data type for a code that identifies the unit of measure of an age of an unborn child.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:PrenatalAgeUnitCodeType
j,PreparingAgencyFinancialCompilationAssociationType,A data type for a relationship between an organization and a financial compilation.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:PreparingAgencyFinancialCompilationAssociationType
j,PreparingAgencyObligationComputationAssociationType,A data type for a relationship between an obligation computation and an organization that prepared it.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:PreparingAgencyObligationComputationAssociationType
cyfs,PrescriptionType,A data type for the details of written instructions from a physician or dentist to a druggist concerning the form and dosage of a drug to be issued to a given patient,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:PrescriptionType
j,PresentenceInvestigationType,"A data type for an investigation occurring post conviction, but prior to sentence, that assesses a subject's probability of risk to the community in the form of future criminal behavior, the harm the offense caused and the need for restitution or cos",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:PresentenceInvestigationType
cyfs,PresentingProblemCodeSimpleType,A data type for describing problems presented at intake.,S,cyfs:PresentingProblemCodeType,,FALSE,FALSE,FALSE,,,,cyfs:PresentingProblemCodeSimpleType
cyfs,PresentingProblemCodeType,A data type for describing problems presented at intake.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:PresentingProblemCodeType
j,PretrialInvestigationType,A data type for an investigation occurring prior to trial that assesses the likelihood that a subject will fail to appear in court and the danger to the community posed by a subject.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:PretrialInvestigationType
ndex,PretrialReleaseStatusCodeSimpleType,A data type for a code that identifies the release status of the subject of pre-trial investigation.,S,ndex:PretrialReleaseStatusCodeType,,FALSE,FALSE,FALSE,,,,ndex:PretrialReleaseStatusCodeSimpleType
ndex,PretrialReleaseStatusCodeType,A data type for a code that identifies the release status of the subject of pre-trial investigation.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:PretrialReleaseStatusCodeType
nc,PreviousActivityAssociationType,A data type for an association between an activity and a previous activity.,CCC,,nc:RelatedActivityAssociationType,FALSE,FALSE,FALSE,,,,nc:PreviousActivityAssociationType
it,PreviousCustomsDocumentType,A data type for a customs document that has been superseded by a more recent document.,CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,it:PreviousCustomsDocumentType
m,PreviousForeignPortOfCallListType,A data type for a list of foreign ports previously visited.,CCC,,,FALSE,FALSE,FALSE,,,,m:PreviousForeignPortOfCallListType
cyfs,PriorDetentionType,A data type for describing a prior detention.,CCC,,,FALSE,FALSE,FALSE,,,,cyfs:PriorDetentionType
cyfs,PriorInterventionCodeSimpleType,A data type for describing a prior intervention.,S,cyfs:PriorInterventionCodeType,,FALSE,FALSE,FALSE,,,,cyfs:PriorInterventionCodeSimpleType
cyfs,PriorInterventionCodeType,A data type for describing a prior intervention.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:PriorInterventionCodeType
cyfs,ProblemTreatmentHistoryCodeSimpleType,A data type listing the kinds of recommended treatment for the presented problem in a prior intervention.,S,cyfs:ProblemTreatmentHistoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:ProblemTreatmentHistoryCodeSimpleType
cyfs,ProblemTreatmentHistoryCodeType,A data type for describing the kinds of recommended treatment for the presented problem in a prior intervention.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:ProblemTreatmentHistoryCodeType
itcodes,ProcessingEstablishmentIDCodeSimpleType,"A data type for a the identification code specifying the slaughtering, freezing, or other processing establishment.",S,itcodes:ProcessingEstablishmentIDCodeType,,FALSE,FALSE,FALSE,,,,itcodes:ProcessingEstablishmentIDCodeSimpleType
itcodes,ProcessingEstablishmentIDCodeType,"A data type for a the identification code specifying the slaughtering, freezing, or other processing establishment.",CSC,,,FALSE,FALSE,FALSE,,,,itcodes:ProcessingEstablishmentIDCodeType
it,ProcessingEstablishmentType,"A data type for a name [and address] of slaughtering, freezing, or other processing establishment.",CCC,,nc:OrganizationType,FALSE,FALSE,FALSE,,,,it:ProcessingEstablishmentType
ncic,PROCodeSimpleType,A data type for Propulsion.,S,ncic:PROCodeType,,FALSE,FALSE,FALSE,,,,ncic:PROCodeSimpleType
ncic,PROCodeType,A data type for Propulsion.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:PROCodeType
cyfs,ProgramAugmentationType,A data type for additional information about a program.,CCC,,,FALSE,FALSE,TRUE,,,,cyfs:ProgramAugmentationType
im,ProgramAugmentationType,A data type for additional information about a program.,CCC,,,FALSE,FALSE,TRUE,,,,im:ProgramAugmentationType
nc,ProgramType,"A data type for a set of projects, activities, or services intended to meet a need.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,"projects, services, steps, actions, AA, drug rehab, parenting class, anger management",,"Within law enforcement, this can describe projects, programs, or services designed to reduce the likelihood of a person for committing crimes or to improve their understanding of laws and consequences.",nc:ProgramType
nc,ProgressType,A data type for a set of changes or advancements which bring someone closer to completing something.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,nc:ProgressType
j,ProhibitedActDispositionAssociationType,A data type for a relationship between a prohibited act and a disposition of the prohibited act.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:ProhibitedActDispositionAssociationType
j,ProhibitedActType,A data type for a violation of published rule/code of conduct for which a person can be held accountable for through sanction.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:ProhibitedActType
nc,ProperNameTextType,"A data type for a word or phrase by which a person or thing is known, referred, or addressed.",CSC,,nc:TextType,FALSE,FALSE,FALSE,,,,nc:ProperNameTextType
ucr,PropertyCategoryCodeSimpleType,A data type for categories or classifications of a property item.,S,ucr:PropertyCategoryCodeType,,FALSE,FALSE,FALSE,,,,ucr:PropertyCategoryCodeSimpleType
ucr,PropertyCategoryCodeType,A data type for categories or classifications of a property item.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:PropertyCategoryCodeType
ucr,PropertyLossCodeSimpleType,A data type for what happens to a property item.,S,ucr:PropertyLossCodeType,,FALSE,FALSE,FALSE,,,,ucr:PropertyLossCodeSimpleType
ucr,PropertyLossCodeType,A data type for what happens to a property item.,CSC,,,FALSE,FALSE,FALSE,,,,ucr:PropertyLossCodeType
j,ProtectionOrderType,A data type for a civil order protecting one individual from another.,CCC,,j:CourtOrderType,FALSE,FALSE,FALSE,,,,j:ProtectionOrderType
em,PsychiatricType,A data type for the availability of psychiatric services.,CCC,,,FALSE,FALSE,FALSE,,,,em:PsychiatricType
j,PublicationType,"A data type for a collection of written, printed, illustrated, or blank sheets, made of paper, parchment, or other material, usually fastened together to hinge at one side.",CCC,,nc:ItemType,FALSE,FALSE,FALSE,,,,j:PublicationType
cyfs,PutativeParentChildAssociationType,A data type for an association between a child and a person who is alleged to be the child's biological parent.,CCC,,cyfs:BiologicalParentChildAssociationType,FALSE,FALSE,FALSE,,,,cyfs:PutativeParentChildAssociationType
nc,QuantityType,A data type for a count or tally.,CSC,,nc:NumericType,FALSE,FALSE,FALSE,,,,nc:QuantityType
ncic,RACCodeSimpleType,A data type for Race.,S,ncic:RACCodeType,,FALSE,FALSE,FALSE,,,,ncic:RACCodeSimpleType
ndex,RACCodeSimpleType,A data type for a code that identifies the race of the person.,S,ndex:RACCodeType,,FALSE,FALSE,FALSE,,,,ndex:RACCodeSimpleType
ncic,RACCodeType,A data type for Race.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:RACCodeType
ndex,RACCodeType,A data type for a code that identifies the race of the person.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:RACCodeType
cbrncl,RadAlarmCategoryCodeSimpleType,A data type that defines the various code values for the categories of alarms.,S,cbrncl:RadAlarmCategoryCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadAlarmCategoryCodeSimpleType
cbrncl,RadAlarmCategoryCodeType,A data type for the categories of alarms.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadAlarmCategoryCodeType
cbrn,RadAlarmType,A data type for radiation alarm information.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadAlarmType
cbrncl,RadDetectorCategoryCodeSimpleType,A data type that defines the various code values for the categories of radiation detectors based on the type of particles and/or photon emission that can be detect from a radiological or nuclear substance.,S,cbrncl:RadDetectorCategoryCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadDetectorCategoryCodeSimpleType
cbrncl,RadDetectorCategoryCodeType,A data type for the categories of radiation detectors based on the type of particles and/or photon emission that can be detect from a radiological or nuclear substance.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadDetectorCategoryCodeType
cbrn,RadDetectorInformationType,A data type for information regarding a rad detector.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadDetectorInformationType
cbrncl,RadDetectorKindCodeSimpleType,A data type that defines the various code values for the kinds of radiation detectors that may compose a radiation instrument.,S,cbrncl:RadDetectorKindCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadDetectorKindCodeSimpleType
cbrncl,RadDetectorKindCodeType,A data type for the kinds of radiation detectors that may compose a radiation instrument.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadDetectorKindCodeType
cbrn,RadDetectorStateType,A data type for the state(s) of a radiation detector used in collecting the measurement data.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadDetectorStateType
cbrncl,RadInstrumentClassCodeSimpleType,A data type that defines the various code values for the classes of radiation detection instruments based on type and use.,S,cbrncl:RadInstrumentClassCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadInstrumentClassCodeSimpleType
cbrncl,RadInstrumentClassCodeType,A data type for the classes of radiation detection instruments based on type and use.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadInstrumentClassCodeType
cbrn,RadInstrumentDataType,A data type for the output of a radiation detection instrument from a detection event.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadInstrumentDataType
cbrn,RadInstrumentInformationType,A data type that provides information regarding a radiation detection instrument.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadInstrumentInformationType
cbrncl,RadInstrumentModeCodeSimpleType,A data type that defines the various code values  for the operating modes of a radiation detection instrument.,S,cbrncl:RadInstrumentModeCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadInstrumentModeCodeSimpleType
cbrncl,RadInstrumentModeCodeType,A data type for the operating modes of a radiation detection instrument.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadInstrumentModeCodeType
cbrn,RadInstrumentQualityControlType,A data type for rad instrument quality control information.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadInstrumentQualityControlType
cbrn,RadInstrumentStateType,A data type for the state of a radiation instrument used in collecting the measurement data.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadInstrumentStateType
cbrn,RadInstrumentVersionType,A data type for version information for the relevant components of a radiation instrument.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadInstrumentVersionType
cbrncl,RadionuclideCodeSimpleType,"A data type for the kinds of radionuclides. Reference CFR 172.101, Appendix A, Table 2.",S,cbrncl:RadionuclideCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RadionuclideCodeSimpleType
cbrncl,RadionuclideCodeType,"A data type for the kinds of radionuclides. Reference CFR 172.101, Appendix A, Table 2.",CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RadionuclideCodeType
cbrn,RadItemInformationType,"A data type that provides information regarding an item from which radiation is being measured by the radiation instrument, and measurement data is reported in this xml document.",CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadItemInformationType
cbrn,RadItemQuantityType,A data type for expressing a quantity measure of a item that is the source of the radiation measurement contained in this xml document.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadItemQuantityType
cbrn,RadItemStateType,A data type for the state of an item that is the subject of a radiation measurement.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadItemStateType
cbrn,RadMeasurementGroupType,A data type for identifying associated groups of RadMeasurements.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadMeasurementGroupType
cbrn,RadMeasurementType,A data type for a set of radiation measurements that were taken in the same time period.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RadMeasurementType
j,RapSheetCycleType,"A data type for a criminal history cycle, based upon a fingerprint submission that either establishes the subject record or positively identifies the current submission to the existing subject record.",CCC,,,FALSE,FALSE,FALSE,,,,j:RapSheetCycleType
j,RapSheetNonCriminalInformationType,"A data type for a criminal history cycle to report non-criminal fingerprinting events, related to employment background checks,  applications for certain licenses, such as concealed firearms",CCC,,j:RapSheetCycleType,FALSE,FALSE,FALSE,,,,j:RapSheetNonCriminalInformationType
j,RapSheetPersonBiometricsAssociationType,A data type for an association between biometric information and a person.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:RapSheetPersonBiometricsAssociationType
j,RapSheetPersonDNAType,A data type for an element in the rapsheet used solely to report that a DNA sample has been taken from the subject and is available from a specific agency.,CCC,,,FALSE,FALSE,FALSE,,,,j:RapSheetPersonDNAType
j,RapSheetPurposeCodeSimpleType,A data type for a code set indicating the purpose for which the Rap Sheet will be used.,S,j:RapSheetPurposeCodeType,,FALSE,FALSE,FALSE,,,,j:RapSheetPurposeCodeSimpleType
j,RapSheetPurposeCodeType,A data type for a code set indicating the purpose for which the Rap Sheet will be used.,CSC,,,FALSE,FALSE,FALSE,,,,j:RapSheetPurposeCodeType
j,RapSheetType,"A data type for a ""Record of Arrests and Prosecutions"".",CCC,,nc:DocumentType,FALSE,FALSE,FALSE,,,,j:RapSheetType
cbrn,ReachbackDataType,A data type for information regarding Reachback.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:ReachbackDataType
cbrncl,ReachbackRecommendationCodeSimpleType,A data type that defines the variuos code values for the various Reachback Recommnedation.,S,cbrncl:ReachbackRecommendationCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ReachbackRecommendationCodeSimpleType
cbrncl,ReachbackRecommendationCodeType,A data type that defines the various Reachback Recommnedation Code,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ReachbackRecommendationCodeType
cbrncl,ReachbackRequestCodeSimpleType,A data type that defines the various code values for Reachback Request,S,cbrncl:ReachbackRequestCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ReachbackRequestCodeSimpleType
cbrncl,ReachbackRequestCodeType,A data type that defines the various reachback Request Code,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ReachbackRequestCodeType
nc,RealEstateType,A data type for a piece of land and any permanent structures and natural resources on it.,CCC,,nc:ItemType,FALSE,FALSE,FALSE,,,,nc:RealEstateType
cyfs,ReasonForPlacementChangeCodeSimpleType,A data type for describing the reason for change in placement.,S,cyfs:ReasonForPlacementChangeCodeType,,FALSE,FALSE,FALSE,,,,cyfs:ReasonForPlacementChangeCodeSimpleType
cyfs,ReasonForPlacementChangeCodeType,A data type for describing the reason for the change in placement.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:ReasonForPlacementChangeCodeType
j,ReferralAugmentationType,A data type for additional information about a referral.,CCC,,,FALSE,FALSE,TRUE,,,,j:ReferralAugmentationType
nc,ReferralType,"A data type for a recommendation of a person to an activity, program, or product.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,nc:ReferralType
j,RegisterActionType,A data type for a history of an action for a case.,CCC,,,FALSE,FALSE,FALSE,,,,j:RegisterActionType
ndex,RegisteredOffenderCategoryCodeSimpleType,A data type for a code that identifies the category of a person's offender registration.,S,ndex:RegisteredOffenderCategoryCodeType,,FALSE,FALSE,FALSE,,,,ndex:RegisteredOffenderCategoryCodeSimpleType
ndex,RegisteredOffenderCategoryCodeType,A data type for a code that identifies the category of a person's offender registration.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:RegisteredOffenderCategoryCodeType
j,RegisteredOffenderOffenseOfRegistrationAssociationType,A data type for a relationship between a registered offender and an offense for which the offender must register.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,j:RegisteredOffenderOffenseOfRegistrationAssociationType
j,RegisteredOffenderType,A data type for information about a person who is required to register information with a law enforcement agency due to having been convicted of a certain type of crime.,CCC,,,FALSE,FALSE,FALSE,,,,j:RegisteredOffenderType
j,RegisterOfActionsType,A data type for a history of actions for a case.,CCC,,,FALSE,FALSE,FALSE,,,,j:RegisterOfActionsType
ansi_d20,RegistrationPlateColorCodeSimpleType,A data type for colors of a vehicle registration plate or license plate.,S,ansi_d20:RegistrationPlateColorCodeType,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationPlateColorCodeSimpleType
ansi_d20,RegistrationPlateColorCodeType,A data type for colors of a vehicle registration plate or license plate.,CSC,,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationPlateColorCodeType
ansi_d20,RegistrationStatusCodeSimpleType,A data type for activities recorded for a registration.,S,ansi_d20:RegistrationStatusCodeType,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationStatusCodeSimpleType
ansi_d20,RegistrationStatusCodeType,A data type for activities recorded for a registration.,CSC,,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationStatusCodeType
ansi_d20,RegistrationStatusDetailCodeSimpleType,A data type for additional information regarding a registration status.,S,ansi_d20:RegistrationStatusDetailCodeType,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationStatusDetailCodeSimpleType
ansi_d20,RegistrationStatusDetailCodeType,A data type for additional information regarding a registration status.,CSC,,,FALSE,FALSE,FALSE,,,,ansi_d20:RegistrationStatusDetailCodeType
nc,RelatedActivityAssociationType,A data type for an association between related activities.,CCC,,nc:AssociationType,FALSE,FALSE,FALSE,,,,nc:RelatedActivityAssociationType
cyfs,RelatedCaseType,A data type for a case which is related in some way to another.,CCC,,nc:CaseType,FALSE,FALSE,FALSE,,,,cyfs:RelatedCaseType
im,RelativeLocationAugmentationType,A data type for additional information about a relative location.,CCC,,,FALSE,FALSE,TRUE,,,,im:RelativeLocationAugmentationType
nc,RelativeLocationHeadingSimpleType,A data type for a compass heading of a direction from a reference location.,S,nc:RelativeLocationHeadingType,,FALSE,FALSE,FALSE,,,,nc:RelativeLocationHeadingSimpleType
nc,RelativeLocationHeadingType,A data type for a compass heading of a direction from a reference location.,CSC,,,FALSE,FALSE,FALSE,,,,nc:RelativeLocationHeadingType
cbrn,RelativeLocationType,A data type for describing the relative location of an object.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:RelativeLocationType
nc,RelativeLocationType,A data type for a location identified by its proximity to another location.,CCC,,,FALSE,FALSE,FALSE,,,,nc:RelativeLocationType
nc,ReleaseType,"A data type for a freeing or discharging of someone or something from an activity, supervision, or obligation.",CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,nc:ReleaseType
hl7,ReligionCodeSimpleType,A data type for a religion to which a person can subscribe or believe; a categorization of spiritual beliefs.,S,hl7:ReligionCodeType,,FALSE,FALSE,FALSE,,,,hl7:ReligionCodeSimpleType
hl7,ReligionCodeType,A data type for a religion to which a person can subscribe or believe; a categorization of spiritual beliefs.,CSC,,,FALSE,FALSE,FALSE,,,,hl7:ReligionCodeType
cbrn,RemarksComplexObjectType,A data type providing a Remark via inheritance to applicable Types.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:RemarksComplexObjectType
cbrn,ReportType,"A data type for a report provided on an unsolicited basis; ie, not in response to a request message (Pull), but by Push from the entity providing the report.",CCC,,,FALSE,FALSE,FALSE,,,,cbrn:ReportType
cyfs,RepresentationAppointmentCategoryCodeSimpleType,A data type for the type of appointment that is made,S,cyfs:RepresentationAppointmentCategoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:RepresentationAppointmentCategoryCodeSimpleType
cyfs,RepresentationAppointmentCategoryCodeType,A data type for the type of appointment that is made,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:RepresentationAppointmentCategoryCodeType
it,RepresentativePersonType,A data type for a name [and address] of a person representing an organization,CCC,,nc:PersonType,FALSE,FALSE,FALSE,,,,it:RepresentativePersonType
cbrn,RequestAgencyType,A data type to identify the source of a request message.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:RequestAgencyType
cbrn,RequestDataType,A data type to provide metadata about a request.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:RequestDataType
em,RequestResponseType,"A data type that further defines a response specific to: Resource, Resource Message, ResourceMessageType and this response can be an acceptance , declination or a return request pertaining to a specific message.",CCC,,,FALSE,FALSE,FALSE,,,,em:RequestResponseType
cbrncl,RequestScopeCodeSimpleType,A data type that defines the various code values for Request Scope.,S,cbrncl:RequestScopeCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:RequestScopeCodeSimpleType
cbrncl,RequestScopeCodeType,A data type that defines the various Request Scope Code values,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:RequestScopeCodeType
im,RequestStatusType,A data type for the classification of the status of an official request made by United States immigration authorities.,CCC,,,FALSE,FALSE,FALSE,,,,im:RequestStatusType
im,RequestType,A data type for the official statement made by a United States immigration officer asking for an item or information.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,im:RequestType
cyfs,RequiredPartyType,A data type for the party required to the next court event.,CCC,,,FALSE,FALSE,FALSE,,,,cyfs:RequiredPartyType
ncic,RESCodeSimpleType,A data type for Registration state for boat registrations.,S,ncic:RESCodeType,,FALSE,FALSE,FALSE,,,,ncic:RESCodeSimpleType
ncic,RESCodeType,A data type for Registration state for boat registrations.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:RESCodeType
ucr,ResidentCodeSimpleType,"A data type for whether or not a person was a resident of a town, city, or community in relation to some activity.",S,ucr:ResidentCodeType,,FALSE,FALSE,FALSE,,,,ucr:ResidentCodeSimpleType
ucr,ResidentCodeType,"A data type for whether or not a person was a resident of a town, city, or community in relation to some activity.",CSC,,,FALSE,FALSE,FALSE,,,,ucr:ResidentCodeType
im,ResidentRoleType,A data type for the role of Resident that is played by a Person with respect to a Country,CCC,,im:PersonCountryRoleType,FALSE,FALSE,FALSE,,,,im:ResidentRoleType
em,ResourceComponentCapabilityCategoryCodeSimpleType,A data type for capability information of a resource component.,S,em:ResourceComponentCapabilityCategoryCodeType,,FALSE,FALSE,FALSE,,,,em:ResourceComponentCapabilityCategoryCodeSimpleType
em,ResourceComponentCapabilityCategoryCodeType,A data type for capability information of a resource component.,CSC,,,FALSE,FALSE,FALSE,,,,em:ResourceComponentCapabilityCategoryCodeType
em,ResourceInformationType,A data type for information about a resource.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceInformationType
em,ResourceKindType,A data type for elements of Category Structure and / or Information of resource kind or Uniform Resource Name.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceKindType
em,ResourceLocationDetailsType,"A data type that indicates resource location, destination, arrival and departure.",CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceLocationDetailsType
em,ResourceMessageType,A data type that contains information of a message.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceMessageType
em,ResourceScheduleType,A data type that has  elements related to the Resource schedule as a date or date/time.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceScheduleType
em,ResourceTrackingType,A data type which contains all elements related to resource tracking.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceTrackingType
em,ResourceType,A data type which contains all elements related to resource.,CCC,,,FALSE,FALSE,FALSE,,,,em:ResourceType
edxl_rm,ResponseCodeSimpleType,A data type code  indicating an accept or decline of a Request,S,edxl_rm:ResponseCodeType,,FALSE,FALSE,FALSE,,,,edxl_rm:ResponseCodeSimpleType
edxl_rm,ResponseCodeType,A data type code  indicating an accept or decline of a Request,CSC,,,FALSE,FALSE,FALSE,,,,edxl_rm:ResponseCodeType
cbrn,ResponseReportType,A data type for a report provided in response to a request message.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:ResponseReportType
biom,RidgeCountType,A data type for a ridge count between two minutiae,CCC,,,FALSE,FALSE,FALSE,,,,biom:RidgeCountType
scr,RiskCategoryCodeSimpleType,A data type describing the kinds of risk categories for screening purposes,S,scr:RiskCategoryCodeType,,FALSE,FALSE,FALSE,,,,scr:RiskCategoryCodeSimpleType
scr,RiskCategoryCodeType,A data type describing the kinds of risk categories for screening purposes,CSC,,,FALSE,FALSE,FALSE,,,,scr:RiskCategoryCodeType
ndex,RiskLevelCodeSimpleType,A data type for a code that identifies a risk level corresponding to the assessment score estimating the likelihood that the offender will recidivate during his or her term of supervision.,S,ndex:RiskLevelCodeType,,FALSE,FALSE,FALSE,,,,ndex:RiskLevelCodeSimpleType
ndex,RiskLevelCodeType,A data type for a code that identifies a risk level corresponding to the assessment score estimating the likelihood that the offender will recidivate during his or her term of supervision.,CSC,,,FALSE,FALSE,FALSE,,,,ndex:RiskLevelCodeType
ncic,RMICodeSimpleType,A data type for Ransom Money Indicator.,S,ncic:RMICodeType,,FALSE,FALSE,FALSE,,,,ncic:RMICodeSimpleType
ncic,RMICodeType,A data type for Ransom Money Indicator.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:RMICodeType
mmucc,RoadwayAccessControlCodeSimpleType,"A data type for the degree that access to abutting land is fully, partially or not controlled by a public authority.",S,mmucc:RoadwayAccessControlCodeType,,FALSE,FALSE,FALSE,,,"Full access control provides access only at interchanges (interstate, etc.). Partial access control provides no private access. No access control permits private access (driveway, etc.).",mmucc:RoadwayAccessControlCodeSimpleType
mmucc,RoadwayAccessControlCodeType,"A data type for the degree that access to abutting land is fully, partially or not controlled by a public authority.",CSC,,,FALSE,FALSE,FALSE,,,"Full access control provides access only at interchanges (interstate, etc.). Partial access control provides no private access. No access control permits private access (driveway, etc.).",mmucc:RoadwayAccessControlCodeType
j,RoadwayAnnualAverageDailyTrafficType,"A data type for the average number of motor vehicles passing a point on a trafficway in a day, for all days of the year, during a specified calendar year.",CCC,,,FALSE,FALSE,FALSE,,,,j:RoadwayAnnualAverageDailyTrafficType
mmucc,RoadwayFunctionalClassCodeSimpleType,A data type for the character of service or function of streets or highways.,S,mmucc:RoadwayFunctionalClassCodeType,,FALSE,FALSE,FALSE,,,"The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportation.",mmucc:RoadwayFunctionalClassCodeSimpleType
mmucc,RoadwayFunctionalClassCodeType,A data type for the character of service or function of streets or highways.,CSC,,,FALSE,FALSE,FALSE,,,"The classification of rural and urban is determined by state and local officials in cooperation with each other and approved by the Federal Highway Administration, U.S. Department of Transportation.",mmucc:RoadwayFunctionalClassCodeType
mmucc,RoadwayGradeCodeSimpleType,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,S,mmucc:RoadwayGradeCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayGradeCodeSimpleType
mmucc,RoadwayGradeCodeType,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayGradeCodeType
