PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
im,ICEOfficerCategoryText,nc:TextType,"A kind of Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) officer.",,TRUE,FALSE,,,,im:ICEOfficerCategoryText
cyfs,ICPCPlacementApprovalIndicator,niem-xs:boolean,True if the receiving state approved the placement under the terms of Interstate Compact on the Placement of Children (ICPC); false otherwise.,,TRUE,FALSE,,,,cyfs:ICPCPlacementApprovalIndicator
cyfs,ICWAEligibilityIndicator,niem-xs:boolean,True if a case participant's ethnicity implicates the Indian Child Welfare Act (ICWA); false otherwise.,,TRUE,FALSE,,,,cyfs:ICWAEligibilityIndicator
cbrn,IDAcquisitionMethod,,A data concept for a method of acquiring the identifier of an item.,,TRUE,TRUE,,,,cbrn:IDAcquisitionMethod
cbrn,IDAcquisitionMethodCode,cbrncl:IDAcquisitionMethodCodeType,A code for the method of acquiring the identifier of an item.,cbrn:IDAcquisitionMethod,TRUE,FALSE,,,,cbrn:IDAcquisitionMethodCode
cbrn,IDAcquisitionMethodText,niem-xs:string,A description of the method of acquiring the identifier of an item.,cbrn:IDAcquisitionMethod,TRUE,FALSE,,,,cbrn:IDAcquisitionMethodText
cbrn,IDConfidenceCode,cbrncl:ConfidenceCodeType,A code for the confidence that the measured item identifier is correct.,,TRUE,FALSE,,,,cbrn:IDConfidenceCode
nc,Identification,nc:IdentificationType,A representation of an identity.,,TRUE,FALSE,,,,nc:Identification
intel,IdentificationAugmentation,intel:IdentificationAugmentationType,Additional information about an identification.,nc:IdentificationAugmentationPoint,TRUE,FALSE,,,,intel:IdentificationAugmentation
scr,IdentificationAugmentation,scr:IdentificationAugmentationType,Additional information about an identification.,nc:IdentificationAugmentationPoint,TRUE,FALSE,,,,scr:IdentificationAugmentation
nc,IdentificationAugmentationPoint,,An augmentation point for IdentificationType.,,TRUE,TRUE,,,,nc:IdentificationAugmentationPoint
nc,IdentificationCategory,,A data concept for a kind of identification.,,TRUE,TRUE,,,,nc:IdentificationCategory
j,IdentificationCategoryCode,j:IdentificationCategoryCodeType,A kind of identification.,nc:IdentificationCategory,TRUE,FALSE,,,,j:IdentificationCategoryCode
nc,IdentificationCategoryDescriptionText,nc:TextType,A description of a kind of identification.,,TRUE,FALSE,,,,nc:IdentificationCategoryDescriptionText
nc,IdentificationCategoryText,nc:TextType,A kind of identification.,nc:IdentificationCategory,TRUE,FALSE,,,,nc:IdentificationCategoryText
nc,IdentificationEffectiveDate,nc:DateType,A date an identification takes effect.,,TRUE,FALSE,,,This may or may not be the issue date.,nc:IdentificationEffectiveDate
nc,IdentificationExpirationDate,nc:DateType,A date after which an identification is no longer valid.,,TRUE,FALSE,,,,nc:IdentificationExpirationDate
nc,IdentificationID,niem-xs:string,An identifier.,,TRUE,FALSE,,,,nc:IdentificationID
intel,IdentificationIssuingCountry,,A data concept for a GeoPolitical Entity from which this identification was issued.,,TRUE,TRUE,,,,intel:IdentificationIssuingCountry
intel,IdentificationIssuingCountryFIPS10-4Code,fips_10-4:CountryCodeType,A GeoPolitical Entity from which this identification was issued.,intel:IdentificationIssuingCountry,TRUE,FALSE,,,,intel:IdentificationIssuingCountryFIPS10-4Code
intel,IdentificationIssuingCountryISO3166Alpha2Code,iso_3166:CountryAlpha2CodeType,A GeoPolitical Entity from which this identification was issued.,intel:IdentificationIssuingCountry,TRUE,FALSE,,,,intel:IdentificationIssuingCountryISO3166Alpha2Code
intel,IdentificationIssuingCountryName,nc:TextType,A name of a GeoPolitical Entity from which this identification was issued.,intel:IdentificationIssuingCountry,TRUE,FALSE,,,,intel:IdentificationIssuingCountryName
intel,IdentificationIssuingLocalityText,nc:TextType,A Geographic Location from which this identification was issued.,,TRUE,FALSE,,,,intel:IdentificationIssuingLocalityText
intel,IdentificationIssuingStateName,nc:TextType,A name of a major administrative district or division of a country from which this identification was issued.,,TRUE,FALSE,,,,intel:IdentificationIssuingStateName
nc,IdentificationJurisdiction,nc:JurisdictionType,"An area, region, or unit where a unique identification is issued.",,TRUE,FALSE,,,,nc:IdentificationJurisdiction
j,IdentificationRangeAugmentationPoint,,An augmentation point for IdentificationRangeType.,,TRUE,TRUE,,,,j:IdentificationRangeAugmentationPoint
nc,IdentificationSourceText,nc:TextType,"A person, organization, or locale which issues an identification.",,TRUE,FALSE,,,,nc:IdentificationSourceText
nc,IdentificationStatus,nc:StatusType,A status of an identification.,,TRUE,FALSE,,"valid, expired, revoked, suspended, replaced, duplicate, lost",,nc:IdentificationStatus
scr,IdentificationStatusAdvisoryText,nc:TextType,A text that describes special or advisory information about a particular Identification ID,,TRUE,FALSE,,,,scr:IdentificationStatusAdvisoryText
nc,Identity,nc:IdentityType,"A set of known aspects, identifiers, and/or characteristics by which a person is defined or recognized.",,TRUE,FALSE,,,,nc:Identity
intel,IdentityAssociationAugmentation,intel:IdentityAssociationAugmentationType,Additional information about an IdentityAssociationType.,nc:PersonIdentityAssociationAugmentationPoint,TRUE,FALSE,,,,intel:IdentityAssociationAugmentation
nc,IdentityAugmentationPoint,,An augmentation point for IdentityType.,,TRUE,TRUE,,,,nc:IdentityAugmentationPoint
nc,IdentityCreationDate,nc:DateType,A date an identity is created.,,TRUE,FALSE,,,,nc:IdentityCreationDate
nc,IdentityCreationEventText,nc:TextType,An occurrence that leads to the creation of an identity.,,TRUE,FALSE,,,,nc:IdentityCreationEventText
nc,IdentityPersonRepresentation,nc:PersonType,A set of person characteristics used as an identification.,,TRUE,FALSE,,,,nc:IdentityPersonRepresentation
scr,IdentityStatus,,A data concept for an aggregated status of biometrically linked encounters for an identified individual.,,TRUE,TRUE,,,,scr:IdentityStatus
scr,IdentityStatusCode,scr:RiskCategoryCodeType,An aggregated status of biometrically linked encounters for an identified individual.,scr:IdentityStatus,TRUE,FALSE,,,,scr:IdentityStatusCode
nc,IdentityStolenIndicator,niem-xs:boolean,True if the identity of the associated person is known to have been used by someone else (not the rightful identity holder) for the purpose of committing fraud; false otherwise.,,TRUE,FALSE,,,,nc:IdentityStolenIndicator
nc,IdentityTerminationDate,nc:DateType,A date an identity is cancelled or terminated.,,TRUE,FALSE,,,,nc:IdentityTerminationDate
nc,IdentityTerminationEventText,nc:TextType,An occurrence that leads to the termination of an identity.,,TRUE,FALSE,,,,nc:IdentityTerminationEventText
nc,Image,nc:ImageType,A picture or visual representation of something.,,TRUE,FALSE,,,,nc:Image
biom,ImageAugmentation,biom:ImageAugmentationType,Additional information about supplements Biometric Image and specifies the additional Image,nc:ImageAugmentationPoint,TRUE,FALSE,,,,biom:ImageAugmentation
j,ImageAugmentation,j:ImageAugmentationType,Additional information about an image.,nc:ImageAugmentationPoint,TRUE,FALSE,,,,j:ImageAugmentation
biom,ImageAugmentationPoint,,An augmentation point for an image type,,TRUE,TRUE,,,,biom:ImageAugmentationPoint
nc,ImageAugmentationPoint,,An augmentation point for ImageType.,,TRUE,TRUE,,,,nc:ImageAugmentationPoint
biom,ImageBitsPerPixelQuantity,niem-xs:nonNegativeInteger,A number of bits used to represent a pixel,,TRUE,FALSE,,,,biom:ImageBitsPerPixelQuantity
biom,ImageCaptureAugmentation,biom:ImageCaptureAugmentationType,Additional information about supplements Biometric Image and specifies the additional Screening Image Capture Information,nc:ImageAugmentationPoint,TRUE,FALSE,,,,biom:ImageCaptureAugmentation
biom,ImageCaptureAugmentationPoint,,An augmentation point for Image Capture,,TRUE,TRUE,,,,biom:ImageCaptureAugmentationPoint
biom,ImageCaptureDetail,biom:ImageCaptureType,"A set of information regarding the captured (e.g., scanned) image",,TRUE,FALSE,,,,biom:ImageCaptureDetail
j,ImageCategory,,A data concept for a kind of image that that has been taken.,,TRUE,TRUE,,,,j:ImageCategory
biom,ImageCategoryCode,biom:PersonImageCategoryCodeType,A kind of image of a person,,TRUE,FALSE,,,,biom:ImageCategoryCode
j,ImageCategoryCode,ncic:IMTCodeType,A kind of image that that has been taken.,j:ImageCategory,TRUE,FALSE,,,,j:ImageCategoryCode
biom,ImageColorSpace,,A data concept for a color space used to exchange an image,,TRUE,TRUE,,,,biom:ImageColorSpace
biom,ImageCommentText,nc:TextType,A comment regarding an image,,TRUE,FALSE,,,,biom:ImageCommentText
biom,ImageCompressionAlgorithm,,A data concept for a image compression algorithm,,TRUE,TRUE,,,,biom:ImageCompressionAlgorithm
biom,ImageCompressionAlgorithmCode,biom:ImageCompressionAlgorithmCodeType,An image compression algorithm,biom:ImageCompressionAlgorithm,TRUE,FALSE,,,,biom:ImageCompressionAlgorithmCode
biom,ImageCompressionAlgorithmText,nc:TextType,An image compression algorithm,biom:ImageCompressionAlgorithm,TRUE,FALSE,,,,biom:ImageCompressionAlgorithmText
biom,ImageDistortion,biom:ImageDistortionType,A distortion in an image,,TRUE,FALSE,,,,biom:ImageDistortion
biom,ImageDistortionAugmentationPoint,,An augmentation point for Image Distortion,,TRUE,TRUE,,,,biom:ImageDistortionAugmentationPoint
biom,ImageDistortionCategoryCode,biom:ImageDistortionCategoryCodeType,A kind of distortion in an image,,TRUE,FALSE,,,,biom:ImageDistortionCategoryCode
biom,ImageDistortionMeasurementCode,biom:ImageDistortionMeasurementCodeType,"A manner in which distortion in an image was measured, i.e. whether it was estimated or calculated",,TRUE,FALSE,,,,biom:ImageDistortionMeasurementCode
biom,ImageDistortionSeverityCode,biom:ImageDistortionSeverityCodeType,A severity of distortion in an image,,TRUE,FALSE,,,,biom:ImageDistortionSeverityCode
j,ImageFacialText,nc:TextType,A facial adornment or hair piece that appears in an image.,,TRUE,FALSE,,,,j:ImageFacialText
scr,ImageFeatureExtraction,scr:ImageFeatureExtractionType,A details of the image extraction,,TRUE,FALSE,,,,scr:ImageFeatureExtraction
scr,ImageFeatureExtractionAugmentationPoint,,An augmentation point for ImageFeatureExtractionType.,,TRUE,TRUE,,,,scr:ImageFeatureExtractionAugmentationPoint
scr,ImageFeatureExtractionSoftware,scr:SoftwareDetailType,An Image feature extraction information,,TRUE,FALSE,,,,scr:ImageFeatureExtractionSoftware
cbrn,ImageFile,cbrn:ImageFileType,A digital image data file.,cbrn:DataFileChoice,TRUE,FALSE,,,,cbrn:ImageFile
cbrn,ImageFileAugmentationPoint,,An augmentation point for cbrn:ImageFileType.,,TRUE,TRUE,,,,cbrn:ImageFileAugmentationPoint
biom,ImageHashValue,biom:ImageHashValueType,An pattern for a hash value computed from a binary object like Image.,,TRUE,FALSE,,,,biom:ImageHashValue
nc,ImageHeightValue,niem-xs:nonNegativeInteger,A height of an image in pixels.,,TRUE,FALSE,,,,nc:ImageHeightValue
biom,ImageHorizontalLineLengthPixelQuantity,niem-xs:integer,A number of pixels on a single horizontal line of an image,,TRUE,FALSE,,,,biom:ImageHorizontalLineLengthPixelQuantity
biom,ImageHorizontalPixelDensityValue,niem-xs:nonNegativeInteger,A transmitted pixel density in horizontal direction,,TRUE,FALSE,,,,biom:ImageHorizontalPixelDensityValue
j,ImageJuvenileIndicator,niem-xs:boolean,True if an image is of a juvenile; false otherwise.,,TRUE,FALSE,,,,j:ImageJuvenileIndicator
nc,ImageLocation,nc:LocationType,A physical location where an image is stored.,,TRUE,FALSE,,,,nc:ImageLocation
biom,ImageLocationThetaAngleMeasure,biom:ThetaAngleMeasureType,An angular position of a feature from another point in an image,,TRUE,FALSE,,,,biom:ImageLocationThetaAngleMeasure
j,ImageNCICIdentification,nc:IdentificationType,A unique identification assigned to an Image by the FBI National Crime Information Center.,,TRUE,FALSE,,,,j:ImageNCICIdentification
cbrn,ImageOrientation,,"A data concept for the viewing orientation of an image; i.e., portrait or landscape.",,TRUE,TRUE,,,,cbrn:ImageOrientation
cbrn,ImageOrientationCode,cbrncl:ImageOrientationCodeType,"A code for the viewing orientation of an image; i.e., portrait or landscape.",cbrn:ImageOrientation,TRUE,FALSE,,,,cbrn:ImageOrientationCode
biom,ImageSegmentInternalIdentification,nc:IdentificationType,"An identification of frame, or page, or slide if the representation consists of multiple images",,TRUE,FALSE,,,,biom:ImageSegmentInternalIdentification
biom,ImageTransformationCode,biom:ImageTransformationCodeType,A kind of transformation of an image,,TRUE,FALSE,,,,biom:ImageTransformationCode
biom,ImageVerticalLineLengthPixelQuantity,niem-xs:integer,A number of horizontal lines in an image,,TRUE,FALSE,,,,biom:ImageVerticalLineLengthPixelQuantity
biom,ImageVerticalPixelDensityValue,niem-xs:nonNegativeInteger,A transmitted pixel density in the vertical direction,,TRUE,FALSE,,,,biom:ImageVerticalPixelDensityValue
nc,ImageWidthValue,niem-xs:nonNegativeInteger,A width of an image in pixels.,,TRUE,FALSE,,,,nc:ImageWidthValue
im,ImmigrantRole,im:ImmigrantRoleType,A person immigrating to a country with a path to staying legally in a country.,im:AlienRole,TRUE,FALSE,,,,im:ImmigrantRole
im,ImmigrantRoleAugmentationPoint,,An augmentation point for ImmigrantRoleType.,,TRUE,TRUE,,,,im:ImmigrantRoleAugmentationPoint
im,ImmigrantVisaApplicant,nc:PersonType,A person included in this application who filed the application for the immigrant visa.,,TRUE,FALSE,,,,im:ImmigrantVisaApplicant
im,ImmigrantVisaCaseReceiptNumberIdentification,nc:IdentificationType,A USCIS receipt/case number(s) identification of the immigrant petition that was filed.,,TRUE,FALSE,,,,im:ImmigrantVisaCaseReceiptNumberIdentification
im,ImmigrationBenefitApplication,,A data concept for the type of immigration benefit being requested,,TRUE,TRUE,,,,im:ImmigrationBenefitApplication
im,ImmigrationBenefitApplicationAugmentationPoint,,An augmentation point for ImmigrationBenefitApplicationType.,,TRUE,TRUE,,,,im:ImmigrationBenefitApplicationAugmentationPoint
im,ImmigrationBenefitBeneficiary,nc:PersonType,A beneficiary or recipient of the immigration benefit.,,TRUE,FALSE,,,,im:ImmigrationBenefitBeneficiary
im,ImmigrationBenefitChangeOfNonImmigrantStatus,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,An applicant's change of status data.,im:ImmigrationBenefitApplication,TRUE,FALSE,,,,im:ImmigrationBenefitChangeOfNonImmigrantStatus
im,ImmigrationBenefitChangeOfNonImmigrantStatusAugmentationPoint,,An augmentation point for ImmigrationBenefitChangeOfNonImmigrantStatusType.,,TRUE,TRUE,,,,im:ImmigrationBenefitChangeOfNonImmigrantStatusAugmentationPoint
j,ItemDetailText,nc:TextType,A feature or characteristic of a property item.,j:ItemDetailValue,TRUE,FALSE,,,,j:ItemDetailText
j,ItemDetailValue,,A data concept for a feature or characteristic of a property item.,,TRUE,TRUE,,,,j:ItemDetailValue
j,ItemDisposition,,A data concept for an indication of what happened to a property item.,,TRUE,TRUE,,,,j:ItemDisposition
nc,ItemDisposition,nc:ItemDispositionType,A result or outcome that happens to an item after it has been handled or processed.,,TRUE,FALSE,,,,nc:ItemDisposition
j,ItemDispositionAugmentation,j:ItemDispositionAugmentationType,Additional information about a disposition of a property item.,nc:ItemDispositionAugmentationPoint,TRUE,FALSE,,,,j:ItemDispositionAugmentation
nc,ItemDispositionAugmentationPoint,,An augmentation point for ItemDispositionType.,,TRUE,TRUE,,,,nc:ItemDispositionAugmentationPoint
j,ItemDispositionCode,ucr:PropertyLossCodeType,An indication of what happened to a property item.,j:ItemDisposition,TRUE,FALSE,,,,j:ItemDispositionCode
nc,ItemDispositionLocation,nc:LocationType,A location of a property item after it has been processed.,,TRUE,FALSE,,,,nc:ItemDispositionLocation
nc,ItemDispositionLocationAssociation,nc:ItemLocationAssociationType,An association between an item and disposition location.,,TRUE,FALSE,,,,nc:ItemDispositionLocationAssociation
j,ItemEmailAddressAssociation,j:ItemEmailAddressAssociationType,A relationship between a tangible item and an email address.,,TRUE,FALSE,,,,j:ItemEmailAddressAssociation
j,ItemEmailAddressAssociationAugmentationPoint,,An augmentation point for ItemEmailAddressAssociationType.,,TRUE,TRUE,,,,j:ItemEmailAddressAssociationAugmentationPoint
nc,ItemEntityAssociation,nc:ItemEntityAssociationType,An association between an item and an entity.,,TRUE,FALSE,,,,nc:ItemEntityAssociation
nc,ItemEntityAssociationAugmentationPoint,,An augmentation point for ItemEntityAssociationType.,,TRUE,TRUE,,,,nc:ItemEntityAssociationAugmentationPoint
j,ItemFederalIdentification,nc:IdentificationType,A federal identification number assigned to a property item.,,TRUE,FALSE,,,,j:ItemFederalIdentification
nc,ItemFirstSoldYearDate,niem-xs:gYear,A calendar year in which an item was first sold.,,TRUE,FALSE,,,,nc:ItemFirstSoldYearDate
j,ItemGenderUse,,"A data concept for a gender for which the item is intended, such as a girl's bicycle or a man's jacket.",,TRUE,TRUE,,,,j:ItemGenderUse
j,ItemGenderUseCode,ndex:ItemGenderUseCodeType,"A gender for which the item is intended, such as a girl's bicycle or a man's jacket.",j:ItemGenderUse,TRUE,FALSE,,,,j:ItemGenderUseCode
j,LivestockIndicator,niem-xs:boolean,True if the animal is livestock; false otherwise.,,TRUE,FALSE,,,,j:LivestockIndicator
j,LivestockSex,,A data concept for a gender or sex of an animal.,,TRUE,TRUE,,,,j:LivestockSex
j,LivestockSexCode,ncic:SEXCodeType,A gender or sex of an animal.,j:LivestockSex,TRUE,FALSE,,,,j:LivestockSexCode
j,LivestockTagText,nc:TextType,"A brand, tattoo or tag number placed on livestock and its location.",,TRUE,FALSE,,,,j:LivestockTagText
cbrn,LiveTimeDuration,niem-xs:duration,"A duration during which a detection assembly is sensitive to the input signal. The value of LiveTimeDuration is always less than or equal to the value of RealTimeDuration, because it does not include the time that the radiation detector was unable to re",,TRUE,FALSE,,,,cbrn:LiveTimeDuration
it,LoadingLocation,it:LoadingLocationType,"A seaport, airport, freight terminal, rail station or other place at which goods are loaded onto the means of transport being used for their carriage.",,TRUE,FALSE,,,,it:LoadingLocation
it,LoadingLocationAugmentationPoint,,An augmentation point for LoadingLocationType.,,TRUE,TRUE,,,,it:LoadingLocationAugmentationPoint
it,LoadingLocationCategoryText,nc:TextType,"A kind of seaport, airport, freight terminal, rail station or other place at which goods are loaded onto the transport means used for their carriage.",,TRUE,FALSE,,,,it:LoadingLocationCategoryText
it,LoadingLocationDate,nc:DateType,A date / scheduled date on which the goods depart the place of loading.,,TRUE,FALSE,,,,it:LoadingLocationDate
it,LoadingLocationIdentification,nc:IdentificationType,"An identification of a seaport, airport, freight terminal, rail station or other place at which goods are loaded onto the transport means used for their carriage.",,TRUE,FALSE,,,,it:LoadingLocationIdentification
it,LoadingProofParty,it:PartyType,"An Organization, Person or Thing associated with processing a Cargo entry.",,TRUE,FALSE,,,,it:LoadingProofParty
nc,Locale,nc:LocaleType,A geopolitical area.,,TRUE,FALSE,,,,nc:Locale
nc,LocaleAugmentationPoint,,An augmentation point for LocaleType.,,TRUE,TRUE,,,,nc:LocaleAugmentationPoint
nc,LocaleCensusBlockID,niem-xs:string,An identifier of the smallest subdivision of an area.,,TRUE,FALSE,,,,nc:LocaleCensusBlockID
nc,LocaleCensusTractID,niem-xs:string,An identifier of a designated census tract area.,,TRUE,FALSE,,,,nc:LocaleCensusTractID
nc,LocaleCommunityName,nc:TextType,A name of a specific community.,,TRUE,FALSE,,,,nc:LocaleCommunityName
nc,LocaleDescriptionText,nc:TextType,A description of a geopolitical area.,,TRUE,FALSE,,,,nc:LocaleDescriptionText
nc,LocaleDistrictName,nc:TextType,A name given to an area defined for administrative or official purposes.,,TRUE,FALSE,,,,nc:LocaleDistrictName
nc,LocaleEmergencyServicesJurisdictionID,niem-xs:string,An identifier of an emergency services jurisdiction that encompasses a location.,,TRUE,FALSE,,,,nc:LocaleEmergencyServicesJurisdictionID
nc,LocaleEmergencyServicesName,nc:TextType,A name of an organization providing emergency services.,,TRUE,FALSE,,,,nc:LocaleEmergencyServicesName
cyfs,MilitarySummaryAugmentation,cyfs:MilitarySummaryAugmentationType,Additional information about a person's military service.,nc:MilitarySummaryAugmentationPoint,TRUE,FALSE,,,,cyfs:MilitarySummaryAugmentation
j,MilitarySummaryAugmentation,j:MilitarySummaryAugmentationType,Additional information about a military summary.,nc:MilitarySummaryAugmentationPoint,TRUE,FALSE,,,,j:MilitarySummaryAugmentation
nc,MilitarySummaryAugmentationPoint,,An augmentation point for MilitarySummaryType.,,TRUE,TRUE,,,,nc:MilitarySummaryAugmentationPoint
cbrn,MilitaryUnitRoleTextList,cbrn:MilitaryUnitRolesType,A list of functional roles performed by a military organization.,,TRUE,FALSE,,,,cbrn:MilitaryUnitRoleTextList
cbrn,MilitaryUnitSizeText,niem-xs:string,A description of the size of a military unit by use of echelon name.,,TRUE,FALSE,,,,cbrn:MilitaryUnitSizeText
j,MilitaryWorkSkillText,nc:TextType,A military occupational specialty of a person.,,TRUE,FALSE,,,,j:MilitaryWorkSkillText
cbrn,MIMEContentCode,cbrncl:MIMEContentCodeType,A MIME content type of a digital data file.,,TRUE,FALSE,,,,cbrn:MIMEContentCode
cbrn,MIMEEncodingCode,cbrncl:MIMEEncodingCodeType,A Encoding MIME type of a digital data file.,,TRUE,FALSE,,,,cbrn:MIMEEncodingCode
m,MinimumAcceptableTemperatureMeasure,nc:MeasureType,A measure of the minimum acceptable temperature.,,TRUE,FALSE,,,,m:MinimumAcceptableTemperatureMeasure
cbrn,MinimumCountRateValue,cbrn:CountRateCPSType,"A value for the minimum count rate observed over all measurements input to AnalysisResults, in counts per second.",,TRUE,FALSE,,,,cbrn:MinimumCountRateValue
cbrn,MinimumDoseRateValue,cbrn:DoseRateuSvhType,"A value for the minimum ambient dose equivalent rate observed over all measurements input to AnalysisResults, in microsieverts per hour (Sv/h).",,TRUE,FALSE,,,,cbrn:MinimumDoseRateValue
cbrn,MinimumExposureRateValue,cbrn:ExposureRatemRhType,"A value for the minimum exposure rate observed over all measurements input to AnalysisResults, in milliroentgen per hour (mR/h).",,TRUE,FALSE,,,,cbrn:MinimumExposureRateValue
j,MinimumRangeIdentification,nc:IdentificationType,A lowest value identification number in a consecutive number range.,,TRUE,FALSE,,,,j:MinimumRangeIdentification
biom,Minutia,biom:MinutiaType,A single minutia,,TRUE,FALSE,,,,biom:Minutia
biom,MinutiaAugmentationPoint,,An augmentation point for Minutia,,TRUE,TRUE,,,,biom:MinutiaAugmentationPoint
biom,MinutiaCharacterizationQualityValue,niem-xs:nonNegativeInteger,A number representing the distribution of the parameter over thousands of fingerprints approximating a Gaussian distribution.,,TRUE,FALSE,,,,biom:MinutiaCharacterizationQualityValue
biom,MinutiaClassifierQualityValue,niem-xs:decimal,A number that indicates the quality or confidence of the automatic classification.,,TRUE,FALSE,,,,biom:MinutiaClassifierQualityValue
biom,Minutiae,biom:MinutiaeType,A minutiae record,biom:BiometricDetail,TRUE,FALSE,,,,biom:Minutiae
biom,MinutiaeAugmentationPoint,,An augmentation point for Minutiae,,TRUE,TRUE,,,,biom:MinutiaeAugmentationPoint
biom,MinutiaeQuantity,niem-xs:nonNegativeInteger,A number of minutiae recorded in a record,,TRUE,FALSE,,,,biom:MinutiaeQuantity
biom,MinutiaeRidgeCountOctantNumeric,biom:OctantNumericType,A number assigned to a specific octant for ridge count purposes,,TRUE,FALSE,,,,biom:MinutiaeRidgeCountOctantNumeric
biom,MinutiaeRidgeCountResidualCode,biom:MinutiaeRidgeCountResidualCodeType,A number assigned to the half of an octant in which a neighboring minutia lies,,TRUE,FALSE,,,,biom:MinutiaeRidgeCountResidualCode
biom,MinutiaIdentification,nc:IdentificationType,An identification of a single minutia,,TRUE,FALSE,,,,biom:MinutiaIdentification
j,Misdemeanor,nc:IncidentType,A crime punishable by imprisonment in a county jail for up to one year.,,TRUE,FALSE,,,,j:Misdemeanor
j,MissingFingerPosition,,A data concept for a finger position code for a missing/amputated finger.,,TRUE,TRUE,,,,j:MissingFingerPosition
j,MissingFingerPositionText,nc:TextType,A finger position code for a missing/amputated finger.,j:MissingFingerPosition,TRUE,FALSE,,,,j:MissingFingerPositionText
j,MissingPerson,j:MissingPersonType,A person whose whereabouts are unknown.,,TRUE,FALSE,,,,j:MissingPerson
j,MissingPersonAugmentationPoint,,An augmentation point for MissingPersonType.,,TRUE,TRUE,,,,j:MissingPersonAugmentationPoint
j,MissingPersonCircumstance,,A data concept for a circumstance surrounding the disappearance of a person.,,TRUE,TRUE,,,,j:MissingPersonCircumstance
j,MissingPersonCircumstanceCode,ncic:MPCCodeType,A circumstance surrounding the disappearance of a person.,j:MissingPersonCircumstance,TRUE,FALSE,,,,j:MissingPersonCircumstanceCode
j,MissingPersonCircumstanceText,nc:TextType,A circumstance surrounding the disappearance of a person.,j:MissingPersonCircumstance,TRUE,FALSE,,,,j:MissingPersonCircumstanceText
j,MissingPersonDeclarationDate,nc:DateType,A date a person was declared or legally assumed to be missing.,,TRUE,FALSE,,,,j:MissingPersonDeclarationDate
j,MissingPersonDeclarationPerson,nc:PersonType,A person who declared another person to be missing.,,TRUE,FALSE,,,,j:MissingPersonDeclarationPerson
j,MissingPersonDisappearanceCategory,,A data concept for a kind of disappearance of a missing person.,,TRUE,TRUE,,,,j:MissingPersonDisappearanceCategory
j,MissingPersonDisappearanceCategoryCode,ncic:MNPCodeType,A kind of disappearance of a missing person.,j:MissingPersonDisappearanceCategory,TRUE,FALSE,,,,j:MissingPersonDisappearanceCategoryCode
j,MissingPersonDisappearanceCategoryText,nc:TextType,A kind of disappearance of a missing person.,j:MissingPersonDisappearanceCategory,TRUE,FALSE,,,,j:MissingPersonDisappearanceCategoryText
j,MissingPersonFoundDate,nc:DateType,A date a missing person was found.,,TRUE,FALSE,,,,j:MissingPersonFoundDate
j,MissingPersonFoundIndicator,niem-xs:boolean,True if a missing person has been found; false otherwise.,,TRUE,FALSE,,,,j:MissingPersonFoundIndicator
j,MissingPersonFoundLocation,nc:LocationType,A location where a missing person was found.,,TRUE,FALSE,,,,j:MissingPersonFoundLocation
j,MissingPersonIdentification,nc:IdentificationType,An identification number of a missing person.,,TRUE,FALSE,,,,j:MissingPersonIdentification
j,MissingPersonInterestIndicator,niem-xs:boolean,True if NCMEC interest in a Missing Person Record; false otherwise.,,TRUE,FALSE,,,,j:MissingPersonInterestIndicator
j,MissingPersonLastSeenDate,nc:DateType,A date a missing person was last seen before disappearing.,,TRUE,FALSE,,,,j:MissingPersonLastSeenDate
j,MissingPersonLastSeenLocation,nc:LocationType,A place a missing person was last seen before disappearing.,,TRUE,FALSE,,,,j:MissingPersonLastSeenLocation
j,MissingPersonLastSeenWitness,j:WitnessType,A person who last saw a missing person.,,TRUE,FALSE,,,,j:MissingPersonLastSeenWitness
j,MissingPersonOccurrence,j:MissingPersonOccurrenceType,A set of details surrounding the activity perpetuated by a person's whereabouts being unknown.,,TRUE,FALSE,,,,j:MissingPersonOccurrence
j,MissingPersonOccurrenceAugmentationPoint,,An augmentation point for MissingPersonOccurrenceType.,,TRUE,TRUE,,,,j:MissingPersonOccurrenceAugmentationPoint
j,MissingPersonStatus,nc:StatusType,A status of a missing person.,,TRUE,FALSE,,,,j:MissingPersonStatus
j,ModelYearRange,nc:DateRangeType,An model year range for an item.,,TRUE,FALSE,,,,j:ModelYearRange
j,MoleFingerPosition,,A data concept for a finger position code for a finger with a mole on it.,,TRUE,TRUE,,,,j:MoleFingerPosition
j,MoleFingerPositionText,nc:TextType,A finger position code for a finger with a mole on it.,j:MoleFingerPosition,TRUE,FALSE,,,,j:MoleFingerPositionText
cbrn,MondayHoursText,nc:TextType,A text description of the normal Monday operating hours.,,TRUE,FALSE,,,,cbrn:MondayHoursText
intel,MonthDate,niem-xs:gMonth,"A month - one of the 12 divisions of a year as determined by a calendar, especially the Gregorian calendar.",nc:DateRepresentation,TRUE,FALSE,,,,intel:MonthDate
j,MonthlyIncomeTotalAmount,nc:AmountType,A total monthly income amount represented in this financial compilation.,,TRUE,FALSE,,,,j:MonthlyIncomeTotalAmount
