QualifiedType,QualifiedProperty,MinOccurs,MaxOccurs,Definition
scr:LPRConveyanceCheckMessageType,scr:BorderCodeText,0,unbounded,
scr:LPRConveyanceCheckMessageType,nc:Location2DGeospatialCoordinate,0,unbounded,
scr:LPRConveyanceCheckMessageType,scr:LPRMessageCategoryCode,0,unbounded,
scr:LPRConveyanceCheckMessageType,cbrn:SystemEventDateTime,0,unbounded,
scr:LPRConveyanceCheckMessageType,scr:LPRConveyanceCheckMessageAugmentationPoint,0,unbounded,
biom:MajorCasePrintSegmentOffsetType,biom:FingerprintCoordinate,0,unbounded,
biom:MajorCasePrintSegmentOffsetType,biom:SegmentLocationCode,0,unbounded,
biom:MajorCasePrintSegmentOffsetType,biom:SegmentFingerViewCode,0,unbounded,
biom:MajorCasePrintSegmentOffsetType,biom:MajorCasePrintSegmentOffsetAugmentationPoint,0,unbounded,
it:ManifestAugmentationType,it:Carrier,0,unbounded,
it:ManifestAugmentationType,it:CarrierName,0,unbounded,
scr:ManifestPersonAssociationType,nc:Manifest,0,unbounded,
scr:ManifestPersonAssociationType,nc:Person,0,unbounded,
scr:ManifestPersonAssociationType,scr:ManifestPersonAssociationAugmentationPoint,0,unbounded,
nc:ManifestType,nc:ManifestCategory,0,unbounded,
nc:ManifestType,nc:ManifestTransmittedDate,0,unbounded,
nc:ManifestType,nc:ManifestAugmentationPoint,0,unbounded,
it:ManufacturerType,it:ManufacturerIdentification,0,unbounded,
it:ManufacturerType,it:ManufacturerIDCategory,0,unbounded,
it:ManufacturerType,it:RoleOfParty,0,unbounded,
it:ManufacturerType,it:ManufacturerAugmentationPoint,0,unbounded,
cbrn:MapGuideLocationType,cbrn:MapGuideBrandCode,0,unbounded,
cbrn:MapGuideLocationType,cbrn:MapGuideName,0,unbounded,
cbrn:MapGuideLocationType,cbrn:MapGuidePageNumberID,0,unbounded,
cbrn:MapGuideLocationType,cbrn:MapGuideGridNumberID,0,unbounded,
cbrn:MapGuideLocationType,cbrn:MapGuideLocationAugmentationPoint,0,unbounded,
nc:MapLocationType,nc:MapCoordinateFullText,0,unbounded,
nc:MapLocationType,nc:MapDate,0,unbounded,
nc:MapLocationType,nc:MapElevationCoordinateText,0,unbounded,
nc:MapLocationType,nc:MapHorizontalCoordinateText,0,unbounded,
nc:MapLocationType,nc:MapLocationDescriptionText,0,unbounded,
nc:MapLocationType,nc:MapName,0,unbounded,
nc:MapLocationType,nc:MapPageID,0,unbounded,
nc:MapLocationType,nc:MapQuadrantText,0,unbounded,
nc:MapLocationType,nc:MapVersionID,0,unbounded,
nc:MapLocationType,nc:MapVerticalCoordinateText,0,unbounded,
nc:MapLocationType,nc:MapLocationAugmentationPoint,0,unbounded,
it:MasterType,it:MasterIdentification,0,unbounded,
it:MasterType,it:MasterIDCategory,0,unbounded,
it:MasterType,it:RoleOfParty,0,unbounded,
it:MasterType,it:MasterNationalityText,0,unbounded,
it:MasterType,it:MasterAugmentationPoint,0,unbounded,
im:MatchCandidateStatusType,im:MatchCandidateStatusCategoryText,0,unbounded,
im:MatchCandidateStatusType,im:MatchCandidateStatusAugmentationPoint,0,unbounded,
it:MaterialHandlingEquipmentType,it:MaterialHandlingEquipmentAugmentationPoint,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:MeasuredItemID,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:MeasuredItemIDKind,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:IDAcquisitionMethod,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:IDConfidenceCode,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:EntryPersonID,0,unbounded,
cbrn:MeasuredItemIdentificationType,cbrn:MeasuredItemIdentificationAugmentationPoint,0,unbounded,
nc:MeasureType,nc:MeasureValue,0,unbounded,
nc:MeasureType,nc:MeasureDate,0,unbounded,
nc:MeasureType,nc:Measurer,0,unbounded,
nc:MeasureType,nc:MeasureError,0,unbounded,
nc:MeasureType,nc:MeasureCommentText,0,unbounded,
nc:MeasureType,nc:MeasureUnit,0,unbounded,
nc:MeasureType,nc:MeasureMethodText,0,unbounded,
nc:MeasureType,nc:MeasureEstimatedIndicator,0,unbounded,
nc:MeasureType,nc:MeasureAugmentationPoint,0,unbounded,
scr:MedicalConditionAugmentationType,scr:NCICDataIndicator,0,unbounded,
scr:MedicalConditionAugmentationType,scr:PersonMedicalConditionCategory,0,unbounded,
scr:MedicalConditionAugmentationType,scr:PersonMedicalConditionStatus,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionText,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionCauseText,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionDescriptionText,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionPresentIndicator,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionSeverityText,0,unbounded,
nc:MedicalConditionType,nc:MedicalConditionAugmentationPoint,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:DentalHistoryDescriptionText,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:MedicalHistoryDescriptionText,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:HearingDisabilityIndicator,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:VisualDisabilityIndicator,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:OtherPhysicalDisabilityIndicator,0,unbounded,
cyfs:MedicalHealthDetailsType,cyfs:MedicalHealthDetailsAugmentationPoint,0,unbounded,
j:MedicalPractitionerType,j:MedicalPractitionerLicenseNumberIdentification,0,unbounded,
j:MedicalPractitionerType,j:MedicalExaminerRegistryNumberID,0,unbounded,
j:MedicalPractitionerType,j:MedicalPractitionerSpecialty,0,unbounded,
j:MedicalPractitionerType,j:MedicalPractitionerAugmentationPoint,0,unbounded,
cyfs:MedicationUseType,cyfs:Medication,0,unbounded,
cyfs:MedicationUseType,cyfs:Prescriber,0,unbounded,
cyfs:MedicationUseType,cyfs:Dispenser,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationDispensingDate,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationDose,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationUseFrequency,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationLastTakenDate,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationTreatmentReasonText,0,unbounded,
cyfs:MedicationUseType,cyfs:PrescriptionUseInstructionsText,0,unbounded,
cyfs:MedicationUseType,cyfs:MedicationUseAugmentationPoint,0,unbounded,
cyfs:MentalHealthDetailsType,cyfs:DevelopmentalDisabilityCategory,0,unbounded,
cyfs:MentalHealthDetailsType,cyfs:MentalHealthHospitalizationHistoryDescriptionText,0,unbounded,
cyfs:MentalHealthDetailsType,cyfs:MentalHealthHistoryDescriptionText,0,unbounded,
cyfs:MentalHealthDetailsType,cyfs:MentalHealthDetailsAugmentationPoint,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentIdentification,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentIssueDate,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentIssuerLocation,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentIssuingOrganization,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentRating,0,unbounded,
m:MerchantMarinerDocumentType,m:PersonAddress,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonBirthDate,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonCitizenship,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonEyeColor,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonHairColor,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonHeightDescriptionText,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonHeightMeasure,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonName,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonSex,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonSSNIdentification,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonWeightDescriptionText,0,unbounded,
m:MerchantMarinerDocumentType,nc:PersonWeightMeasure,0,unbounded,
m:MerchantMarinerDocumentType,m:MerchantMarinerDocumentAugmentationPoint,0,unbounded,
cbrn:MessageContentErrorType,cbrn:ErrorNodeName,0,unbounded,
cbrn:MessageContentErrorType,cbrn:ErrorDescription,0,unbounded,
cbrn:MessageContentErrorType,cbrn:MessageContentErrorAugmentationPoint,0,unbounded,
cbrn:MessageErrorType,cbrn:ErrorCodeText,0,unbounded,
cbrn:MessageErrorType,cbrn:ErrorCodeDescriptionText,0,unbounded,
cbrn:MessageErrorType,cbrn:MessageErrorAugmentationPoint,0,unbounded,
cbrn:MessageOriginOrDestinationType,nc:OrganizationIdentification,0,unbounded,
cbrn:MessageOriginOrDestinationType,cbrn:FacilityID,0,unbounded,
cbrn:MessageOriginOrDestinationType,nc:OrganizationName,0,unbounded,
cbrn:MessageOriginOrDestinationType,nc:FacilityName,0,unbounded,
cbrn:MessageOriginOrDestinationType,cbrn:OrganizationParentName,0,unbounded,
cbrn:MessageOriginOrDestinationType,cbrn:MilitaryUnitSizeText,0,unbounded,
cbrn:MessageOriginOrDestinationType,cbrn:MilitaryUnitRoleTextList,0,unbounded,
cbrn:MessageOriginOrDestinationType,cbrn:MessageOriginOrDestinationAugmentationPoint,0,unbounded,
cbrn:MessageStatusType,cbrn:CredentialsAuthenticatedCode,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageID,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageKindCode,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageStatusCode,0,unbounded,
cbrn:MessageStatusType,cbrn:MeasuredItemID,0,unbounded,
cbrn:MessageStatusType,cbrn:MeasuredItemKindCode,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageContentError,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageHandlingError,0,unbounded,
cbrn:MessageStatusType,cbrn:TraversalID,0,unbounded,
cbrn:MessageStatusType,cbrn:ResendRequestIndicator,0,unbounded,
cbrn:MessageStatusType,cbrn:MessageStatusAugmentationPoint,0,unbounded,
nc:MessageType,nc:MessageID,0,unbounded,
nc:MessageType,nc:MessageRecipient,0,unbounded,
nc:MessageType,nc:MessageRecipientAddressID,0,unbounded,
nc:MessageType,nc:MessageReceivedDate,0,unbounded,
nc:MessageType,nc:MessageSender,0,unbounded,
nc:MessageType,nc:MessageSenderAddressID,0,unbounded,
nc:MessageType,nc:MessageSentDate,0,unbounded,
nc:MessageType,nc:MessageSubjectText,0,unbounded,
nc:MessageType,nc:MessageText,0,unbounded,
nc:MessageType,nc:MessageAttachment,0,unbounded,
nc:MessageType,nc:MessageAugmentationPoint,0,unbounded,
cyfs:MetadataType,cyfs:CreationDate,0,unbounded,
cyfs:MetadataType,cyfs:LastUpdatedTrackingID,0,unbounded,
cyfs:MetadataType,cyfs:ProtectedHealthInformationIndicator,0,unbounded,
nc:MetadataType,nc:CaveatText,0,unbounded,
nc:MetadataType,nc:AdministrativeID,0,unbounded,
nc:MetadataType,nc:DistributionText,0,unbounded,
nc:MetadataType,nc:EffectiveDate,0,unbounded,
nc:MetadataType,nc:ExpirationDate,0,unbounded,
nc:MetadataType,nc:LastUpdatedDate,0,unbounded,
nc:MetadataType,nc:LastVerifiedDate,0,unbounded,
nc:MetadataType,nc:ProbabilityPercent,0,unbounded,
nc:MetadataType,nc:QualityComment,0,unbounded,
nc:MetadataType,nc:ReliabilityPercent,0,unbounded,
nc:MetadataType,nc:ReportedDate,0,unbounded,
nc:MetadataType,nc:ReportingOrganizationText,0,unbounded,
nc:MetadataType,nc:ReportingPersonRoleText,0,unbounded,
nc:MetadataType,nc:ReportingPersonText,0,unbounded,
nc:MetadataType,nc:SensitivityText,0,unbounded,
nc:MetadataType,nc:CreatorName,0,unbounded,
nc:MetadataType,nc:DescriptionText,0,unbounded,
nc:MetadataType,nc:SourceIDText,0,unbounded,
nc:MetadataType,nc:SourceContactPersonText,0,unbounded,
nc:MetadataType,nc:PublisherName,0,unbounded,
nc:MetadataType,nc:ReleaseDate,0,unbounded,
nc:MetadataType,nc:RepositoryID,0,unbounded,
nc:MetadataType,nc:SourceText,0,unbounded,
nc:MetadataType,nc:Language,0,unbounded,
nc:MetadataType,nc:Comment,0,unbounded,
nc:MGRSCoordinateType,nc:MGRSCoordinateID,1,1,
nc:MGRSCoordinateType,nc:MGRSEastingValue,0,unbounded,
nc:MGRSCoordinateType,nc:MGRSNorthingValue,0,unbounded,
nc:MGRSCoordinateType,nc:GeographicDatum,0,unbounded,
nc:MGRSCoordinateType,nc:MGRSGridZoneID,0,unbounded,
nc:MGRSCoordinateType,nc:MGRSGridZoneSquareID,0,unbounded,
nc:MGRSCoordinateType,nc:MGRSCoordinateAugmentationPoint,0,unbounded,
cyfs:MilitarySummaryAugmentationType,cyfs:MilitaryInductionDate,0,unbounded,
j:MilitarySummaryAugmentationType,nc:MilitaryCountry,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryDischargeRankText,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryDisciplinaryAction,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryDutiesText,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryEnlistmentDate,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryHighRankText,0,unbounded,
j:MilitarySummaryAugmentationType,j:MilitaryWorkSkillText,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryBranchName,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryDischargeDate,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryDischargeCategory,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryExemptionDescriptionText,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryExperienceIndicator,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryReleaseDate,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryReleaseCategoryText,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryServiceActiveIndicator,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryServiceTimeMeasure,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryStatus,0,unbounded,
nc:MilitarySummaryType,nc:MilitaryCountry,0,unbounded,
nc:MilitarySummaryType,nc:MilitarySummaryAugmentationPoint,0,unbounded,
biom:MinutiaeType,biom:FingerPositionCode,0,unbounded,
biom:MinutiaeType,biom:FingerprintCaptureTechnique,0,unbounded,
biom:MinutiaeType,biom:MinutiaeQuantity,0,unbounded,
biom:MinutiaeType,biom:FingerprintImageMajorCasePrint,0,unbounded,A set of information required when complete friction ridge exemplars
biom:MinutiaeType,biom:FingerprintImageSegmentPositionSquare,0,5,
biom:MinutiaeType,biom:FingerprintImageFingerMissing,0,5,
biom:MinutiaeType,biom:PositionUncertaintyValue,0,unbounded,
biom:MinutiaeType,biom:MinutiaCharacterizationQualityValue,0,unbounded,
biom:MinutiaeType,biom:MinutiaClassifierQualityValue,0,unbounded,
biom:MinutiaeType,biom:Minutia,0,unbounded,
biom:MinutiaeType,biom:FingerprintPatternCoreLocation,0,9,
biom:MinutiaeType,biom:FingerprintPatternDeltaLocation,0,9,
biom:MinutiaeType,biom:FingerprintTakenIndicator,0,unbounded,
biom:MinutiaeType,biom:FingerprintCategoryDescriptionText,0,unbounded,
biom:MinutiaeType,biom:FingerprintFeaturesFeedback,0,unbounded,
biom:MinutiaeType,biom:FingerprintFeaturesVersionText,0,unbounded,
biom:MinutiaeType,biom:FingerprintIdentification,0,unbounded,
biom:MinutiaeType,biom:MinutiaeAugmentationPoint,0,unbounded,
biom:MinutiaType,biom:MinutiaIdentification,0,unbounded,
biom:MinutiaType,biom:MinutiaAugmentationPoint,0,unbounded,
j:MissingPersonOccurrenceType,j:MissingPersonOccurrenceAugmentationPoint,0,unbounded,
j:MissingPersonType,nc:RoleOfPerson,0,unbounded,
j:MissingPersonType,j:MissingPersonCircumstance,0,unbounded,
j:MissingPersonType,j:MissingPersonDeclarationDate,0,unbounded,
j:MissingPersonType,j:MissingPersonDeclarationPerson,0,unbounded,
j:MissingPersonType,j:MissingPersonDisappearanceCategory,0,unbounded,
j:MissingPersonType,j:MissingPersonFoundDate,0,unbounded,
j:MissingPersonType,j:MissingPersonFoundIndicator,0,unbounded,
j:MissingPersonType,j:MissingPersonFoundLocation,0,unbounded,
j:MissingPersonType,j:MissingPersonIdentification,0,unbounded,
j:MissingPersonType,j:MissingPersonInterestIndicator,0,unbounded,
j:MissingPersonType,j:MissingPersonLastSeenDate,0,unbounded,
j:MissingPersonType,j:MissingPersonLastSeenLocation,0,unbounded,
j:MissingPersonType,j:MissingPersonLastSeenWitness,0,unbounded,
j:MissingPersonType,j:MissingPersonStatus,0,unbounded,
j:MissingPersonType,j:MissingPersonAugmentationPoint,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseClothesAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseRentOrMortgageAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseLoanPaymentAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseLifeInsuranceAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseHealthInsuranceAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseEntertainmentAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseOtherAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseFoodAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseTotalAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseUtilityPaymentAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseVehiclePaymentAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseVehicleInsuranceAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseAlimonyAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseCourtPaymentAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseChildSupportAmount,0,unbounded,
j:MonthlyLivingExpenseType,j:MonthlyLivingExpenseAugmentationPoint,0,unbounded,
j:MotorCarrierType,j:MotorCarrierICCIdentification,0,unbounded,
j:MotorCarrierType,j:MotorCarrierDOTIdentification,0,unbounded,
j:MotorCarrierType,j:MotorCarrierInterstateOperationsIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierHazMatTransportationIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierActiveIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierCategory,0,unbounded,
j:MotorCarrierType,j:MotorCarrierMCSIPParticipantIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierCurrentlyTargetedIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierPreviouslyTargetedIndicator,0,unbounded,
j:MotorCarrierType,j:MotorCarrierTargetDate,0,unbounded,
j:MotorCarrierType,j:MotorCarrierMCSIPStepText,0,unbounded,
j:MotorCarrierType,j:MotorCarrierMCSIPStepDate,0,unbounded,
j:MotorCarrierType,j:MotorCarrierSAFESTATRatingText,0,unbounded,
j:MotorCarrierType,j:MotorCarrierSAFESTATDate,0,unbounded,
j:MotorCarrierType,j:MotorCarrierPRISMAdditionDate,0,unbounded,
j:MotorCarrierType,j:MotorCarrierPRISMUpdateDate,0,unbounded,
j:MotorCarrierType,j:MotorCarrierCensusUpdateDate,0,unbounded,
j:MotorCarrierType,j:CommercialVehicle,0,unbounded,
j:MotorCarrierType,j:MotorCarrierAugmentationPoint,0,unbounded,
geo:MultiCurveType,gml:MultiCurve,1,1,
geo:MultiGeometryType,gml:MultiGeometry,1,1,
cbrn:MultimediaDataType,cbrn:MultimediaDataDescriptionText,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaCaptureStartDateTime,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaCaptureDuration,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaFileURI,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaFileSizeValue,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaDataMIMEKindText,0,1,
cbrn:MultimediaDataType,cbrn:EncodingMIMEKindText,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaDeviceCategoryCode,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaDeviceIdentifierID,0,1,
cbrn:MultimediaDataType,cbrn:ImagePerspective,0,1,
cbrn:MultimediaDataType,nc:ImageWidthValue,0,1,
cbrn:MultimediaDataType,nc:ImageHeightValue,0,1,
cbrn:MultimediaDataType,cbrn:MultimediaDataExtension,0,unbounded,
cbrn:MultimediaDataType,nc:BinaryObject,0,1,
cbrn:MultimediaDataType,cbrn:RadItemInformation,0,unbounded,
cbrn:MultimediaDataType,cbrn:sequenceNumeric,1,1,
cbrn:MultimediaDataType,cbrn:MultimediaDataAugmentationPoint,0,unbounded,
geo:MultiPointType,gml:MultiPoint,1,1,
geo:MultiSurfaceType,gml:MultiSurface,1,1,
nc:NANPTelephoneNumberType,nc:TelephoneAreaCodeID,0,unbounded,
nc:NANPTelephoneNumberType,nc:TelephoneExchangeID,0,unbounded,
nc:NANPTelephoneNumberType,nc:TelephoneLineID,0,unbounded,
nc:NANPTelephoneNumberType,nc:TelephoneSuffixID,0,unbounded,
nc:NANPTelephoneNumberType,nc:NANPTelephoneNumberAugmentationPoint,0,unbounded,
im:NationalRoleType,im:NationalReasonDescriptionText,0,unbounded,
im:NationalRoleType,im:NationalRoleAugmentationPoint,0,unbounded,
im:NaturalizedCitizenRoleType,im:NaturalizationCertificateIdentification,0,unbounded,
im:NaturalizedCitizenRoleType,scr:NaturalizationCourtName,0,unbounded,
im:NaturalizedCitizenRoleType,im:NaturalizationAddress,0,unbounded,
im:NaturalizedCitizenRoleType,im:NaturalizationDescriptionText,0,unbounded,
im:NaturalizedCitizenRoleType,im:NaturalizedCitizenRoleAugmentationPoint,0,unbounded,
j:NetworkAddressAssociationType,j:OriginatorPerson,0,unbounded,
j:NetworkAddressAssociationType,j:ReceiverNetworkAddressID,0,unbounded,
j:NetworkAddressAssociationType,j:OriginatorNetworkAddressID,0,unbounded,
j:NetworkAddressAssociationType,j:ReceiverOrganization,0,unbounded,
j:NetworkAddressAssociationType,j:OriginatorOrganization,0,unbounded,
j:NetworkAddressAssociationType,j:ReceiverPerson,0,unbounded,
j:NetworkAddressAssociationType,j:NetworkAddressAssociationAugmentationPoint,0,unbounded,
m:NextPortOfCallListType,m:NextPortOfCall,0,unbounded,
m:NextPortOfCallListType,m:NextPortOfCallListAugmentationPoint,0,unbounded,
m:NonCrewListType,m:NonCrew,0,unbounded,
m:NonCrewListType,m:NonCrewListAugmentationPoint,0,unbounded,
m:NonCrewNationalityCountType,m:NonCrewNationality,0,unbounded,
m:NonCrewNationalityCountType,m:NonCrewNationalityQuantity,0,unbounded,
m:NonCrewNationalityCountType,m:NonCrewNationalityCountAugmentationPoint,0,unbounded,
m:NonCrewNationalityListType,m:NonCrewNationalityCount,0,unbounded,
m:NonCrewNationalityListType,m:NonCrewNationalityListAugmentationPoint,0,unbounded,
m:NonCrewType,m:RecordLocatorIdentification,0,unbounded,
m:NonCrewType,m:VesselPersonRole,0,unbounded,
m:NonCrewType,m:NonCrewAugmentationPoint,0,unbounded,
im:NonImmigrantRoleType,im:NonImmigrantRoleAugmentationPoint,0,unbounded,
it:NonVesselOperatingCarrierType,it:NonVesselOperatingCarrierIdentification,0,unbounded,
it:NonVesselOperatingCarrierType,it:NonVesselOperatingCarrierIDCategory,0,unbounded,
it:NonVesselOperatingCarrierType,it:RoleOfParty,0,unbounded,
it:NonVesselOperatingCarrierType,it:NonVesselOperatingCarrierAugmentationPoint,0,unbounded,
em:NotificationDetailsType,em:NotificationDetailsDocument,0,unbounded,
em:NotificationDetailsType,em:NotificationDetailsKeywordText,0,unbounded,
em:NotificationDetailsType,em:NotificationDetailsIncidentID,0,unbounded,
em:NotificationDetailsType,em:NotificationDetailsIncidentDescriptionText,0,unbounded,
em:NotificationDetailsType,em:NotificationDetailsAugmentationPoint,0,unbounded,
em:NotificationDistributionScopeType,em:NotificationDistributionScopeCategoryCode,0,unbounded,
em:NotificationDistributionScopeType,em:AlertDistributionScopeAudienceDescriptionText,0,unbounded,
em:NotificationDistributionScopeType,em:NotificationDistributionScopeAugmentationPoint,0,unbounded,
em:NotificationIncidentAssociationType,em:Notification,0,unbounded,
em:NotificationIncidentAssociationType,nc:Incident,0,unbounded,
em:NotificationIncidentAssociationType,em:NotificationIncidentAssociationAugmentationPoint,0,unbounded,
j:NotificationRequestType,j:NotificationRequestAuthorityText,0,unbounded,
j:NotificationRequestType,j:NotificationRequestSequenceNumeric,0,unbounded,
j:NotificationRequestType,j:NotificationRequestAugmentationPoint,0,unbounded,
em:NotificationStatusType,em:NotificationStatusCode,0,unbounded,
em:NotificationStatusType,em:NotificationStatusAugmentationPoint,0,unbounded,
em:NotificationTargetLocationType,nc:PolygonCoordinate,0,unbounded,
em:NotificationTargetLocationType,em:NotificationTargetLocationAugmentationPoint,0,unbounded,
em:NotificationType,em:NotificationConfidentialityText,0,unbounded,
em:NotificationType,em:NotificationID,0,unbounded,
em:NotificationType,em:NotificationFunctionCategoryCode,0,unbounded,
em:NotificationType,em:NotificationKeywordText,0,unbounded,
em:NotificationType,em:NotificationLanguageCode,0,unbounded,
em:NotificationType,em:NotificationOriginationDateTime,0,unbounded,
em:NotificationType,em:NotificationOriginator,0,unbounded,
em:NotificationType,em:NotificationOriginatorRoleDescriptionText,0,unbounded,
em:NotificationType,em:NotificationOriginatorRoleIdentification,0,unbounded,
em:NotificationType,em:NotificationRecipient,0,unbounded,
em:NotificationType,em:NotificationRecipientRoleDescriptionText,0,unbounded,
em:NotificationType,em:NotificationRecipientRoleIdentification,0,unbounded,
em:NotificationType,em:NotificationSource,0,unbounded,
em:NotificationType,em:NotificationAugmentationPoint,0,unbounded,
it:NotifyPartyType,it:NotifyPartyIdentification,0,unbounded,
it:NotifyPartyType,it:NotifyPartyIDCategory,0,unbounded,
it:NotifyPartyType,it:RoleOfParty,0,unbounded,
it:NotifyPartyType,it:NotifyPartyAugmentationPoint,0,unbounded,
cbrn:NuclideActivityType,cbrn:unitsText,1,1,
cbrn:NuclideActivityUncertaintyType,cbrn:unitsText,1,1,
cbrn:NuclideAnalysisResultsType,cbrn:Nuclide,0,unbounded,
cbrn:NuclideAnalysisResultsType,cbrn:NuclideAnalysisReducedChiSquareValue,0,1,
cbrn:NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsExtension,0,unbounded,
cbrn:NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsAugmentationPoint,0,unbounded,
cbrn:NuclideMDAType,cbrn:unitsText,1,1,
cbrn:NuclideType,cbrn:NuclideIdentifiedIndicator,1,1,
cbrn:NuclideType,cbrn:NuclideName,1,1,
cbrn:NuclideType,cbrn:NuclideActivityValue,0,1,
cbrn:NuclideType,cbrn:NuclideActivityUncertaintyValue,0,1,
cbrn:NuclideType,cbrn:NuclideMinimumDetectableActivityValue,0,1,
cbrn:NuclideType,cbrn:NuclideIdentificationConfidence,1,3,
cbrn:NuclideType,cbrn:NuclideCategoryDescriptionText,0,1,
cbrn:NuclideType,cbrn:NuclideSourceGeometryCode,0,1,
cbrn:NuclideType,cbrn:SourcePosition,0,1,
cbrn:NuclideType,cbrn:NuclideShieldingAtomicNumberID,0,1,
